CD,Cluster,Party,Very low density,Low density,Medium density,High density,Incumbent,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban,Low-density suburban,High-density suburban,Urban-suburban,Pure urban
IL-16,Rural-suburban,R,0.43785181169644233,0.35344342652594024,0.18413863120273474,0.024566130574882692,"Kinzinger, Adam",0.38299999999999995,0.555,0.452,0.529,0.5,0.48200000000000004,0.999495868818139,0,5.04131181860513e-4,8,Solid R,3,0,0.0178,0,0.167462562268295,0.7617643539072314,0.03776344072070354,0.016887316004324752,0.011132273129899409,0.004990053969545866
IL-17,Rural-suburban,D,0.31660001241713187,0.2822465701866428,0.34790255193039354,0.05325086546583187,"Bustos, Cheri",0.467,0.474,0.5760000000000001,0.406,0.6,0.385,0.396919893544387,0.603080106455613,0,-2,Solid D,-3,0,0.9993,0,0.10292743515152866,0.5050727282753992,0.2307695682232959,0.10366722975692585,0.04321687411954959,0.014346164473300952
IL-18,Rural-suburban,R,0.4523906064621479,0.34469506069256256,0.18469759330581811,0.01821673953947147,"LaHood, Darin",0.33299999999999996,0.606,0.374,0.607,0.441,0.544,0.721331018218571,0.278648825309618,2.01564718111742e-5,15,Solid R,3,0,2e-4,0,0.24705609138731513,0.6697920005787391,0.04340979395567626,0.02023845131139517,0.013416467342723096,0.00608719542415106
IN-01,Low-density suburban,D,0.10738575613974419,0.43346681984340835,0.3967894165901006,0.062358007426746964,"Visclosky, Pete",0.541,0.415,0.612,0.374,0.633,0.358,0,0.815117270202645,0.18488272979735465,-8,Solid D,-3,0,0.9999,0,0.00423025552136623,0.013936532980525563,0.9604185496589597,0.015308551042529144,0.00465997249829776,0.0014461382983217623
IN-02,Rural-suburban,R,0.3210626327015903,0.43446268735983296,0.2327002568203114,0.011774423118265343,"Walorski, Jackie",0.361,0.593,0.42100000000000004,0.561,0.496,0.493,0.592575633569731,0.369202868505212,0.0382214979250569,11,Likely R,2,1,0.0621,0,0.05138619077278838,0.8225137073577479,0.08650514415621616,0.022185772725304555,0.012355958518799412,0.0050532264691435964
IN-03,Rural-suburban,R,0.3690540785741073,0.38113060753584765,0.22541316317445534,0.02440215071558966,"Banks, Jim",0.301,0.6509999999999999,0.35700000000000004,0.625,0.43,0.56,0.701124815924971,0.2298474831765,0.0690277008985298,18,Solid R,3,0,0.003,0,0.004403234693088066,0.9898643802800622,0.0035236348675482965,0.0012101941163115992,7.073097783719473e-4,2.9124626461785817e-4
IN-04,Rural-suburban,R,0.4373927423716805,0.31899959797183197,0.20722924700182171,0.03637841265466579,"Rokita, Todd",0.302,0.643,0.369,0.609,0.446,0.542,0.645925312422771,0.304761650313592,0.0493130372636374,17,Solid R,3,0,0.0065,0,0.17883198937788602,0.7375850691588026,0.043500768289200985,0.020832729820577045,0.013438954432662582,0.005810488920870888
IN-05,Low-density suburban,R,0.16883288207738084,0.4683303609399551,0.3433901887736565,0.01944656820900759,"Brooks, Susan",0.413,0.531,0.40700000000000003,0.575,0.466,0.526,0.614609495064173,0.342943774488765,0.0424467304470627,9,Solid R,3,0,0.0099,0,0.026706785065067656,0.11027946350628988,0.7919146370415386,0.046161198770621824,0.01842460505966748,0.00651331055681457
IN-06,Pure rural,R,0.5412813807149759,0.26875490509866157,0.17329110428900116,0.0166726098973614,"Messer, Luke",0.27399999999999997,0.677,0.373,0.604,0.436,0.55,0.691398012719942,0.267000691667932,0.0416012956121261,18,Solid R,3,0,6e-4,0,0.8131011861121547,0.13248591736410814,0.024174223472958233,0.01458169024765517,0.010512514642223619,0.00514446816090019
IN-07,High-density suburban,D,0,0.24911197315569872,0.6338065750458303,0.11708145179847106,"Carson, Andre",0.59,0.36200000000000004,0.629,0.353,0.6629999999999999,0.32799999999999996,0.356882155136585,0.599761967733404,0.043355877130011,-11,Solid D,-3,0,0.9999,0,0.030454174813899528,0.05932126372415036,0.16577680288419644,0.6481892665939286,0.07634920800604789,0.019909283977777192
IN-08,Rural-suburban,R,0.45585533184184707,0.32471335268389473,0.20226618753919764,0.017165127935060597,"Bucshon, Larry",0.309,0.6459999999999999,0.396,0.584,0.48100000000000004,0.506,0.636897591894487,0.316769195793874,0.0463332123116388,15,Solid R,3,0,0.0063,0,0.26315796553877363,0.6454373558600858,0.047103553281917024,0.022842354296968938,0.014837672478537393,0.0066210985437171
IN-09,Rural-suburban,R,0.4358444097325321,0.27093590464132644,0.2676314450468952,0.02558824057924629,"Hollingsworth, Trey",0.342,0.611,0.40700000000000003,0.5720000000000001,0.462,0.527,0.541411769807616,0.404614626923923,0.0539736032684618,13,Solid R,3,0,0.218,0,0.22102792719296005,0.6186270182475367,0.08079848963307552,0.04357343527793902,0.025536452229118333,0.01043667741937031
KS-01,Pure rural,R,0.5634727315901189,0.26562539802001023,0.16038478925975014,0.0105170811301207,"Marshall, Roger",0.243,0.693,0.276,0.701,0.31,0.672,0.658957789829089,0,0,24,Solid R,3,0,0,0,0.8972764831242004,0.06988327613441211,0.014271609888969566,0.008804900128482814,0.00648978760171387,0.0032739431222214266
KS-02,Pure rural,R,0.5017906438950928,0.2529874721501521,0.2062750105459486,0.03894687340880649,"Jenkins, Lynn",0.374,0.5579999999999999,0.42200000000000004,0.5539999999999999,0.45299999999999996,0.528,0.609372530690885,0.32562096294229,0.0650065063668246,10,Tossup,0,1,0.4907,1,0.5539478967414382,0.3274661971476794,0.05354767156438916,0.032435910320483374,0.022399110370990637,0.010203213855019154
KS-03,High-density suburban,R,0.06232314231248146,0.2460484150526936,0.6236897811974011,0.06793866143742378,"Yoder, Kevin",0.47200000000000003,0.46,0.44299999999999995,0.5379999999999999,0.488,0.499,0.51301466280788,0.405988697601082,0.0809966395910385,4,Tossup,0,1,0.5059,1,0.039289485802949727,0.07925789031866994,0.21466879077209428,0.571452471397665,0.07466776293070866,0.020663598777912427
KS-04,Low-density suburban,R,0.2707275513298658,0.2997331031927322,0.3994468018592963,0.030092543618105615,"Estes, Ron",0.33,0.602,0.361,0.616,0.395,0.586,0.606711692237267,0.296075218618643,0.0972130891440903,15,Solid R,3,0,0.1065,0,0.08327234912419387,0.3331601721392358,0.3749325140160249,0.14524076697178048,0.048008706584359885,0.015385491164405182
KY-01,Pure rural,R,0.7407021884110967,0.2052840585896953,0.051275046966665606,0.0027387060325423864,"Comer, James",0.239,0.7240000000000001,0.321,0.664,0.369,0.616,0.725612957816195,0.273276678004421,0.00111036417938402,23,Solid R,3,0,2e-4,0,0.7413781205081328,0.12857721907915987,0.04738996145808002,0.03455497725685686,0.029676801759720425,0.018422919938049946
KY-02,Pure rural,R,0.5660132196326626,0.2991634787130713,0.12693869367962932,0.007884607974636864,"Guthrie, Brett",0.276,0.675,0.35100000000000003,0.633,0.37200000000000005,0.615,1,0,0,19,Solid R,3,0,0.0012,0,0.9753358573176175,0.016993211450472216,0.003380773663346984,0.001996408214828844,0.0015086423234019846,7.851070303326666e-4
KY-03,High-density suburban,D,0.005368151563667142,0.22087004838760801,0.6024645244187665,0.17129727562995833,"Yarmuth, John",0.5489999999999999,0.39899999999999997,0.557,0.428,0.562,0.428,0.365008041997764,0.634991958002236,0,-6,Solid D,-3,0,0.997,0,0.016596015554336676,0.03220837260777481,0.08702432498739525,0.7984807219403555,0.053610769347471846,0.01207979556266584
KY-04,Rural-suburban,R,0.36457373715445107,0.3754880606272417,0.20982314347831704,0.05011505873999016,"Massie, Thomas",0.293,0.652,0.348,0.634,0.37,0.615,0.713205096543461,0.286794903456539,0,18,Solid R,3,0,7e-4,0,0.0035240701524793944,0.9919266707680917,0.0027461181236419934,9.701154000086433e-4,5.913901092801739e-4,2.4163544649819004e-4
KY-05,Pure rural,R,0.888434138413143,0.10680881033901878,0.004757051247838241,0,"Rogers, Hal",0.175,0.7959999999999999,0.23199999999999998,0.75,0.316,0.6659999999999999,1,0,0,31,Solid R,3,0,0,0,0.5404565444319993,0.18748545252195536,0.0887087196088682,0.07195442777611126,0.06569444053384954,0.04570041512721626
KY-06,Rural-suburban,R,0.303170031058145,0.283731884017531,0.29790916593789313,0.1151889189864308,"Barr, Andy",0.39399999999999996,0.547,0.42200000000000004,0.5579999999999999,0.44799999999999995,0.537,0.61089028404574,0.38910971595426,0,9,Tossup,0,1,0.4201,1,0.09807949125234862,0.5271121043040702,0.21316688819405302,0.09826102506653121,0.04817389031680038,0.01520660086619658
LA-01,Rural-suburban,R,0.25608277119039136,0.3122466459126991,0.23797489838005262,0.19369568451685695,"Scalise, Steve",0.267,0.687,0.26899999999999996,0.7090000000000001,0.253,0.727,0.745575112917243,0.19518770579090988,0.05923718129184672,24,Solid R,3,0,0,0,0.1009330862628705,0.4021482276756253,0.2682267055870829,0.12421884977675454,0.08058274203724262,0.023890388660424058
LA-02,High-density suburban,D,0.11285307303109923,0.18721538099434204,0.41874391357218205,0.28118763240237665,"Richmond, Cedric",0.746,0.222,0.758,0.228,0.7340000000000001,0.254,0,1.0000000000000009,0,-25,Solid D,-3,0,1,0,0.026263641348391913,0.05410259142530146,0.10850344266868761,0.6370577615274327,0.15429305627760684,0.01977950675257945
LA-03,Rural-suburban,R,0.3775152144931156,0.3768208458323781,0.23630314019730744,0.009360799477198898,"Higgins, Clay",0.292,0.6729999999999999,0.32299999999999995,0.6609999999999999,0.341,0.642,0.807079955313399,0.1754229936277905,0.01749705105881031,20,Solid R,3,0,0.0014,0,0.018006589683086254,0.9599027232726078,0.013492309301099159,0.004751076260152361,0.002720960780386809,0.0011263407026676365
LA-04,Pure rural,R,0.5111155430379403,0.28811310662035206,0.20077135034170765,0,"Johnson, Mike",0.366,0.606,0.397,0.59,0.39899999999999997,0.589,0.6984632061122092,0.28180848645908,0.01972830742871127,13,Solid R,3,0,0.0015,0,0.6057231225658174,0.3006969676779143,0.04419566202419347,0.024801529893047337,0.016729100769430447,0.007853617069597054
LA-05,Pure rural,R,0.6284403900446176,0.29053246070826716,0.08102714924711532,0,"Abraham, Ralph",0.341,0.635,0.377,0.61,0.36700000000000005,0.62,1,0,0,15,Solid R,3,0,4e-4,0,0.9585788684161446,0.025218876835008164,0.006685848094489556,0.004220350582452862,0.003385436078782439,0.001910619993122444
LA-06,Rural-suburban,R,0.24045588564523035,0.4929115476700721,0.2510527976416728,0.015579769043024716,"Graves, Garret",0.31,0.648,0.32,0.6609999999999999,0.309,0.675,0.728107690170282,0.239210143220436,0.03268216660928184,19,Solid R,3,0,1e-4,0,0.07709976812976138,0.4419357578893998,0.3750193693091792,0.06110914311447677,0.032056143453955833,0.012779818103227014
MA-01,Low-density suburban,D,0.18894333975633743,0.37079273257010353,0.2967396686833236,0.14352425899023546,"Neal, Richard",0.5720000000000001,0.365,0.64,0.34299999999999997,0.6409999999999999,0.337,0,0.733357384329739,0.266642615670261,-12,Solid D,-3,0,1,0,0.044730908183429945,0.20229597616371434,0.5983009607862527,0.09873080629217168,0.04342411666230201,0.0125172319121293
MA-02,Rural-suburban,D,0.21929476896702293,0.43584125820713954,0.19360360406002047,0.15126036876581703,"McGovern, Jim",0.562,0.368,0.5870000000000001,0.392,0.604,0.375,0,0.982440061195887,0.0175599388041125,-9,Solid D,-3,0,0.9999,0,0.08642565386310931,0.4057574755077963,0.3491054990358005,0.08399717957644745,0.05490288447704276,0.019811307539803598
MA-03,Low-density suburban,D,0.06233101205565584,0.4581211918632091,0.22951449578789593,0.2500333002932391,"Tsongas, Niki",0.5820000000000001,0.354,0.569,0.414,0.588,0.39399999999999996,0.312018270882667,0.6869370153689,0.00104471374843293,-9,Solid D,-3,0,0.9994,0,0.0630259941768675,0.163365014011496,0.45209712415007275,0.16396665982037328,0.12085774539455453,0.03668746244663587
MA-04,Low-density suburban,D,0.04711398598788764,0.5655379471483378,0.21974343551845568,0.16760463134531886,"Kennedy, Joe",0.5920000000000001,0.35,0.5720000000000001,0.413,0.604,0.379,0.298130602062693,0.700985989404372,8.83408532935316e-4,-9,Solid D,-3,0,1,0,0.06917012672496294,0.1792098501279504,0.5061638113084324,0.12854197390751623,0.0844509629986785,0.032463274932459686
MA-05,Urban-suburban,D,0.0056646297094550884,0.20965832162985035,0.2962055717512884,0.4884714769094061,"Clark, Katherine",0.693,0.257,0.652,0.331,0.662,0.321,0,0.985504145862591,0.0144958541374087,-18,Solid D,-3,0,1,0,0.01469996054213842,0.0244498472620066,0.03884977596005628,0.07444627759282356,0.812275444266912,0.03527869437606323
MA-06,Low-density suburban,D,0.010771742918334114,0.49721822023246687,0.29383644961753874,0.19817358723166034,"Moulton, Seth",0.561,0.382,0.547,0.439,0.569,0.414,0,0.98365891324768,0.0163410867523205,-6,Solid D,-3,0,0.9999,0,0.04668667852714667,0.11998874042304057,0.5654366151940633,0.15488956363689005,0.08605369327368832,0.026944708945171116
MA-07,Pure urban,D,0.0015154205389533305,0.012051942900645206,0.10687826994685493,0.8795543666135465,"Capuano, Mike",0.841,0.11900000000000001,0.825,0.156,0.8190000000000001,0.16699999999999998,0,0.986154738411357,0.0138452615886435,-34,Solid D,-3,0,1,0,9.802340431135626e-4,0.0011676493883084765,0.0012925468580781807,0.001799903079975826,0.005544677956784198,0.9892149886737397
MA-08,High-density suburban,D,0.006948774489120318,0.34386846967821066,0.3413498651627264,0.30783289066994257,"Lynch, Stephen",0.604,0.344,0.578,0.408,0.579,0.405,0.274522063243958,0.724136641149987,0.00134129560605453,-10,Solid D,-3,0,1,0,0.04050550788241847,0.08985071224368678,0.2742389149157479,0.34216284074124587,0.21613351181339524,0.0371085124035058
MA-09,Low-density suburban,D,0.10540595459113643,0.6462417205262085,0.10821515088377363,0.14013717399888137,"Keating, Bill",0.525,0.418,0.555,0.431,0.578,0.406,0.336416641440398,0.557496150252043,0.10608720830755868,-4,Solid D,-3,0,0.9952,0,0.11730651758169178,0.26440058641031877,0.36181253409301795,0.1196668949383458,0.09233979606301815,0.04447367091360761
MD-01,Rural-suburban,R,0.40373214746263486,0.40491573967962863,0.17907158706862653,0.01228052578911007,"Harris, Andy",0.33399999999999996,0.62,0.377,0.604,0.384,0.596,0.669914415198138,0.286171937353803,0.0439136474480595,14,Solid R,3,0,0.0073,0,0.08093721198258202,0.8594076163546325,0.034454585962310574,0.013049533798922345,0.0083892954340755,0.0037617564674770287
MD-02,High-density suburban,D,0.0159779876908006,0.2148945265786339,0.4459080716198266,0.32321941411073885,"Ruppersberger, Dutch",0.601,0.35700000000000004,0.631,0.35,0.606,0.375,0.33144952824092,0.62098681659558,0.04756365516350005,-11,Solid D,-3,0,0.9999,0,0.018831604796935023,0.036638060392493926,0.08619179114709856,0.6462779315027156,0.19180459980568232,0.020256012355074435
MD-03,High-density suburban,D,0.0066725866929815535,0.25478614178992953,0.4056616885115761,0.3328795830055128,"Sarbanes, John",0.628,0.32299999999999995,0.607,0.371,0.601,0.38,0.33870022815927,0.631898137925959,0.02940163391477146,-13,Solid D,-3,0,1,0,0.026122662375556212,0.052438974868233665,0.13077350799998416,0.49931787182289566,0.26272029201029085,0.028626690923039416
MD-04,High-density suburban,D,0.004915900895457196,0.260282431513996,0.4525428937549922,0.2822587738355547,"Brown, Anthony",0.772,0.19699999999999998,0.7809999999999999,0.20800000000000002,0.773,0.218,0.214158740059255,0.740686106346484,0.045155153594261664,-28,Solid D,-3,0,1,0,0.01636182527191856,0.03396646500482005,0.0997301294559157,0.7293586266355577,0.10554196191069673,0.01504099172109123
MD-05,Low-density suburban,D,0.21523551140363978,0.5008001154206413,0.23365433617431403,0.05031003700140496,"Hoyer, Steny",0.6409999999999999,0.321,0.6609999999999999,0.324,0.6509999999999999,0.336,0.293735476965566,0.673782838001963,0.03248168503247059,-16,Solid D,-3,0,1,0,0.07401557689500372,0.3744565774422517,0.4336331263231467,0.06684767864797399,0.03664921047828997,0.014397830213333868
MD-06,Low-density suburban,D,0.1948800428925299,0.27340344286092383,0.3140775140107534,0.2176390002357928,"Delaney, John",0.5529999999999999,0.402,0.552,0.428,0.563,0.42,0.400878987146545,0.559593701897443,0.03952731095601151,-6,Solid D,-3,0,0.994,0,0.06825881680332366,0.20396987946096254,0.3308526136988071,0.25180512837765934,0.11890208938517531,0.026211472274072185
MD-07,Urban-suburban,D,0.0801464318700606,0.12167569723462307,0.2571947029878029,0.5409831679075134,"Cummings, Elijah",0.758,0.20199999999999999,0.762,0.223,0.762,0.22399999999999998,0.218104053782862,0.748915061208108,0.03298088500903065,-26,Solid D,-3,0,1,0,0.016342805090079123,0.024069665865171855,0.030375387743727267,0.05470575715000802,0.8202697716198015,0.05423661253121228
MD-08,High-density suburban,D,0.10149471446531481,0.23601601040567113,0.33669603608683457,0.32579323904217944,"Raskin, Jamie",0.65,0.306,0.62,0.36,0.628,0.35600000000000004,0.342143257100822,0.605661444209001,0.05219529869017688,-14,Solid D,-3,0,0.9999,0,0.04148107508409988,0.08749702035076036,0.16841381653013593,0.3578717639326928,0.309043851896057,0.035692472206254156
ME-01,Rural-suburban,D,0.45050165937494163,0.38520768958741525,0.10025302379472326,0.06403762724291982,"Pingree, Chellie",0.541,0.39299999999999996,0.596,0.382,0.607,0.375,0.419400546903471,0.579896073049586,7.03380046942973e-4,-8,Solid D,-3,0,0.9973,0,0.3766503584777791,0.5002872430808238,0.06134191493496422,0.028876509177256735,0.022036398262429938,0.010807576066746045
ME-02,Pure rural,R,0.8044784565072262,0.1298107130981461,0.03890941143535817,0.026801418959269567,"Poliquin, Bruce",0.41100000000000003,0.514,0.53,0.444,0.546,0.434,0.547664140517856,0.451699826510649,6.36032971494933e-4,2,Tossup,0,1,0.3803,1,0.6144159697097601,0.169627958852028,0.07257992280502727,0.057567425511694026,0.05179677254217448,0.03401195057931612
MI-01,Pure rural,R,0.7092641064502747,0.2377709981964908,0.04081090863925227,0.012153986713982278,"Bergman, Jack",0.366,0.579,0.45299999999999996,0.536,0.49700000000000005,0.484,0.548967305167499,0.400626195280775,0.050406499551726304,9,Likely R,2,1,0.1775,0,0.7987204643887528,0.10500912139403923,0.036039859758563206,0.025272858682266437,0.02167496298814894,0.013282732788229525
MI-02,Rural-suburban,R,0.2820747253426224,0.40958189462427474,0.2983166219916667,0.010026758041436115,"Huizenga, Bill",0.382,0.5579999999999999,0.431,0.56,0.48,0.503,0.626261316484346,0.325322401923802,0.048416281591852135,9,Solid R,3,0,0.0526,0,0.06399092877321419,0.6011393995465444,0.25371095860845994,0.04954961066594102,0.023023371881281958,0.008585730524558537
MI-03,Rural-suburban,R,0.31231870247425736,0.346141515082057,0.2379667119986612,0.10357307044502442,"Amash, Justin",0.42200000000000004,0.516,0.45799999999999996,0.531,0.49700000000000005,0.486,0.594526309640296,0.375038336278533,0.0304353540811707,6,Solid R,3,0,0.0175,0,0.0603164345393584,0.772626098898976,0.10423188327749329,0.03524746673979827,0.020322581060664282,0.007255535483709751
MI-04,Pure rural,R,0.7236829406412162,0.1834027870794449,0.09291427227933888,0,"Moolenaar, John",0.34700000000000003,0.595,0.455,0.535,0.496,0.486,0.616219742771994,0,0.3837802572280058,10,Solid R,3,0,0.0034,0,0.7466849466430547,0.12759225232995464,0.046042624532157926,0.03407140802142022,0.02852398373371735,0.01708478473969522
MI-05,Low-density suburban,D,0.23143102108291175,0.4123307833494856,0.3090951442186685,0.047143051348934206,"Kildee, Dan",0.49700000000000005,0.455,0.607,0.38299999999999995,0.63,0.353,0.351096648511859,0.611601955582838,0.0373013959053026,-5,Solid D,-3,0,0.9991,0,0.04914493161243255,0.32605980713074545,0.5279891941987387,0.061301404900064776,0.026390211561841428,0.009114450596177092
MI-06,Rural-suburban,R,0.45780795925229895,0.37261053867952626,0.14449706329474646,0.025084438773428353,"Upton, Fred",0.429,0.513,0.488,0.502,0.531,0.452,0.586406323487021,0.364055649113225,0.04953802739975421,4,Likely R,2,1,0.1382,0,0.33364513996021206,0.5722562181146773,0.04856596458154428,0.022353829989336722,0.015714974563547555,0.007463872790681928
MI-07,Pure rural,R,0.5207751854101802,0.32519719675655706,0.13815506707091707,0.01587255076234564,"Walberg, Tim",0.387,0.557,0.479,0.51,0.508,0.474,0.550529110801148,0.40026044855693,0.0492104406419221,7,Likely R,2,1,0.3891,1,0.7975022955052137,0.1538864497275373,0.022751529217431392,0.012335077627224907,0.009026460959429163,0.0044981869631635085
MI-08,Low-density suburban,R,0.20741451806745398,0.4275810794406151,0.32975223744069443,0.035252165051236586,"Bishop, Mike",0.439,0.506,0.48,0.511,0.52,0.46399999999999997,0.560345861219507,0.391835255390116,0.04781888339037739,4,Tossup,0,1,0.5985,1,0.03610991900684258,0.19159445580486373,0.6885151496482279,0.05433917013805727,0.021903087700713742,0.00753821770129497
MI-09,High-density suburban,D,1.466339147947608e-4,0.07055121971870881,0.5792798625501164,0.35002228381638,"Levin, Sander",0.515,0.43700000000000006,0.5720000000000001,0.419,0.581,0.401,0.373974331085491,0.57910521354506606,0.0469204553694439,-4,Solid D,-3,0,0.9947,0,0.03038863483567893,0.049238365087169014,0.08691861651106104,0.5267197671988308,0.2666578128539706,0.04007680351328935
MI-10,Rural-suburban,R,0.36064466062034056,0.3008094766990794,0.3105881255587248,0.027957737121855106,"Mitchell, Paul",0.316,0.638,0.43700000000000006,0.5529999999999999,0.48,0.5,0.63091708384289,0.322925189818847,0.0461577263382632,13,Solid R,3,0,0.0018,0,0.10058153923069404,0.6948672026749282,0.11927918082857923,0.05110730141991017,0.024966393495927452,0.009198382349960873
MI-11,Low-density suburban,R,0.011308583611517278,0.4172824083970437,0.5145539102316602,0.056855097759778754,"Trott, Dave",0.45299999999999996,0.49700000000000005,0.469,0.523,0.502,0.483,0.529323720381145,0.401754469179526,0.0689218104393288,4,Tossup,0,1,0.7169,1,0.03606400169401988,0.08664960899941217,0.5453010251415492,0.2563779338570115,0.058038930578786195,0.017568499729220952
MI-12,High-density suburban,D,0.0203923939316225,0.27150252160916816,0.4481451128322844,0.2599599716269248,"Dingell, Debbie",0.608,0.345,0.662,0.32799999999999996,0.669,0.314,0.292516634098532,0.643381972472317,0.06410139342915067,-14,Solid D,-3,0,0.9999,0,0.015621192849164744,0.033819568912543244,0.10944838897375145,0.7462107255125726,0.0821051098105491,0.012795013941418734
MI-13,High-density suburban,Vacant,4.119697681741515e-4,0.06748208407757181,0.5949335741698858,0.33717237198436817,NA,0.7879999999999999,0.18100000000000002,0.852,0.14300000000000002,0.848,0.142,0.157259394019325,0.771036901127631,0.07170370485304327,-32,Solid D,-3,0,1,0,0.031263887308874194,0.05059029788721058,0.08957268020000075,0.5470621435605653,0.24197740864691422,0.03953358239643499
MI-14,High-density suburban,D,1.241603164126913e-4,0.10320658829750269,0.5475563810336547,0.34911287035243,"Lawrence, Brenda",0.792,0.183,0.81,0.18600000000000003,0.8220000000000001,0.171,0.186841986789892,0.785065632496607,0.028092380713500203,-30,Solid D,-3,0,1,0,0.02523608591443454,0.04232872307687401,0.07865645577089804,0.5636660914641878,0.2573023289507579,0.032810314822847735
MN-01,Rural-suburban,D,0.44614338417013705,0.3229836821279237,0.2070678223656579,0.023805111336281357,"Walz, Tim",0.384,0.5329999999999999,0.496,0.48200000000000004,0.508,0.467,0.495794591472474,0.503380701864075,8.24706663451204e-4,5,Tossup,0,1,0.3623,1,0.211020103648926,0.702157271518381,0.04515467132197894,0.021636812286488505,0.013920048533685428,0.006111092690540108
MN-02,Low-density suburban,R,0.16964530879504908,0.4181830972861262,0.3836278144071986,0.02854377951162615,"Lewis, Jason",0.45299999999999996,0.465,0.491,0.49,0.505,0.47600000000000003,0.469536913584912,0.451575379067998,0.07888770734709079,2,Tossup,0,1,0.7404,1,0.017548536826483625,0.06961707567317615,0.8529135656302794,0.04163619976396828,0.013771578707534758,0.004513043398557893
MN-03,Low-density suburban,R,0.057791798530871616,0.3856069295367815,0.5328609612262372,0.023740310706109737,"Paulsen, Erik",0.508,0.414,0.496,0.488,0.51,0.474,0.566956570359677,0.430135920948295,0.00290750869202773,-1,Tossup,0,1,0.845,1,0.040068541050547295,0.09776796205229919,0.5252584667911816,0.26456945987901853,0.05533912446015829,0.016996445766795036
MN-04,High-density suburban,D,0.020673451651063726,0.22900215413377012,0.4717570802192628,0.2785673139959033,"McCollum, Betty",0.615,0.306,0.625,0.355,0.626,0.355,0.343895619757689,0.57764587548019,0.07845850476212131,-14,Solid D,-3,0,1,0,0.009768592485577467,0.019810134930647736,0.05312495779404122,0.8443353071615569,0.06411999648797846,0.008841011140198215
MN-05,Urban-suburban,D,4.1975500328490746e-4,0.017178221079450044,0.43714171710722616,0.5452603068100388,"Ellison, Keith",0.737,0.185,0.735,0.24,0.7340000000000001,0.245,0.222890334418402,0.690733443498157,0.0863762220834416,-26,Solid D,-3,0,1,0,0.019567348921942666,0.028183492757600792,0.03982921383466683,0.10665437863328298,0.7429991215939874,0.06276644425851934
MN-06,Rural-suburban,R,0.33416307070787427,0.5166824984117911,0.1491544308803345,0,"Emmer, Tom",0.332,0.589,0.415,0.565,0.43200000000000005,0.547,0.655793427020762,0.342713220626094,0.0014933523531444,12,Solid R,3,0,0.0011,0,0.14672551065386816,0.603612564043225,0.156437095815741,0.04762808481208202,0.03107506733421227,0.014521677340871585
MN-07,Pure rural,D,0.6950337507145594,0.24687820259259277,0.0580880466928478,0,"Peterson, Collin",0.31,0.618,0.441,0.539,0.47100000000000003,0.504,0.474393074765451,0.52467900667376,9.27918560789245e-4,12,Likely D,-2,1,0.8871,0,0.8342409738776747,0.08931507817581379,0.029285931034012676,0.02015059779435947,0.016886055676317756,0.010121363441821562
MN-08,Pure rural,D,0.6335881424402249,0.29562988847446253,0.049264021264226354,0.021517947821086257,"Nolan, Rick",0.386,0.542,0.517,0.462,0.531,0.445,0.496076800035856,0.50170458206225,0.00221861790189339,4,Tossup,0,1,0.4473,1,0.9209780044432287,0.04675155279539659,0.013030266388425134,0.008302465973001999,0.006920303396918588,0.004017407003028981
MO-01,High-density suburban,D,0.0028024439718590945,0.10127251685934525,0.5102191214226975,0.38570591774609814,"Clay, Lacy",0.77,0.188,0.799,0.18899999999999997,0.8029999999999999,0.18600000000000003,0.199710850126105,0.754697093215805,0.0455920566580898,-29,Solid D,-3,0,1,0,0.025238096892962993,0.04182191043546218,0.07452871233897447,0.4250075307841178,0.39580343019406844,0.037600319354414095
MO-02,High-density suburban,R,0.014904007582287004,0.2946119437038177,0.6381671566265739,0.05231689208732142,"Wagner, Ann",0.423,0.526,0.414,0.5710000000000001,0.46399999999999997,0.526,0.585425457783284,0.376700960086717,0.03787358212999882,8,Likely R,2,1,0.1243,0,0.04355066647736229,0.08762968544588513,0.2623287386042123,0.5001629332900254,0.08223044965029559,0.024097526532219367
MO-03,Rural-suburban,R,0.40156175563275637,0.3789571805267623,0.21948106384048127,0,"Luetkemeyer, Blaine",0.281,0.6709999999999999,0.361,0.62,0.428,0.5579999999999999,0.678367129744009,0.279342334246456,0.042290536009534814,18,Solid R,3,0,2e-4,0,0.0468207848903131,0.9131755996516505,0.023453517295864236,0.008915782605283033,0.00533606062755961,0.0022982549293295122
MO-04,Pure rural,R,0.5403157770497815,0.3708105340854164,0.07805020511624906,0.010823483748552944,"Hartzler, Vicki",0.293,0.653,0.364,0.612,0.419,0.565,0.678280970641175,0.278448322567829,0.0432707067909967,17,Solid R,3,0,6e-4,0,0.8006854750007264,0.14065237365226213,0.026999686928243675,0.014447914434856483,0.011204617222285267,0.006009932761625865
MO-05,High-density suburban,D,0.10870492967822316,0.2697935312039835,0.5237176139286346,0.09778392518915882,"Cleaver, Emanuel",0.541,0.406,0.589,0.39399999999999996,0.62,0.368,0.381691183273198,0.588293705862399,0.0300151108644031,-7,Solid D,-3,0,0.9992,0,0.03113523361514397,0.07421399725673232,0.265441131537871,0.5594716074230007,0.05574950628568267,0.013988523881569409
